"StockType","StockEndType","CompareCode","CompareText","CompareName","NationType","StockExchangeCode","StockExchangeZoneId","StockExchangeNationType","DelayTime","StartTime","EndTime","ClosePriceSendTime","StockExchangeNameKor","StockExchangeNameEng","StockType","NationName","NationCode","ReutersCode","SymbolCode","StockName","StockNameEng","ReutersIndustryCode","IndustryCode","IndustryGroupKor","OpenPrice","ClosePrice","CompareToPreviousClosePrice","FluctuationsRatio","ExecutedVolume","AccumulatedTradingVolume","AccumulatedTradingValue","AccumulatedTradingValueKrwHangeul","LocalTradedAt","MarketStatus","MarketValue","MarketValueHangeul","MarketValueKrwHangeul","CurrencyCode","CurrencyText","CurrencyName","Dividend","DividendPayAt","TradeStopCode","TradeStopText","TradeStopName","EndUrl","DelayTimeName","StockEndUrl"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","CRCT.O","CRCT","크리컷","Cricut Inc","5710701010","57107010","통합 하드웨어 및 소프트웨어","6.26","6.47","0.30","4.86",,"229,540","1,473","19.9억원","2024-10-04T16:00:00-04:00","CLOSE","1,399,901","14억 USD","1조 8,880억원","USD","US dollar","USD","0.10","2024-07-19T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/CRCT.O","실시간","https://m.stock.naver.com/worldstock/stock/CRCT.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","OPEN.O","OPEN","오픈도어 테크놀로지스","Opendoor Technologies Inc","6010102050","60101020","부동산 서비스","2.00","1.99","0.06","3.11",,"32,921,556","64,321","867억원","2024-10-04T16:00:00-04:00","CLOSE","1,398,979","14억 USD","1조 8,868억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/OPEN.O","실시간","https://m.stock.naver.com/worldstock/stock/OPEN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","BLBD.O","BLBD","블루 버드","Blue Bird Corp","5210202013","52102020","중장비 및 차량","43.34","42.94","0.21","0.49",,"788,914","33,859","457억원","2024-10-04T16:00:00-04:00","CLOSE","1,389,351","13.9억 USD","1조 8,738억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/BLBD.O","실시간","https://m.stock.naver.com/worldstock/stock/BLBD.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","XNCR.O","XNCR","젠코","Xencor Inc","5620201011","56202010","생명 공학 및 의학 연구","19.77","19.85","0.37","1.90",,"287,048","5,695","76.8억원","2024-10-04T16:00:00-04:00","CLOSE","1,386,716","13.9억 USD","1조 8,703억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/XNCR.O","실시간","https://m.stock.naver.com/worldstock/stock/XNCR.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","KURA.O","KURA","쿠라 온콜로지","Kura Oncology Inc","5620201011","56202010","생명 공학 및 의학 연구","18.35","18.04","-0.14","-0.77",,"452,400","8,222","111억원","2024-10-04T16:00:00-04:00","CLOSE","1,382,486","13.8억 USD","1조 8,646억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/KURA.O","실시간","https://m.stock.naver.com/worldstock/stock/KURA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ACMR.O","ACMR","ACM 리서치","ACM Research Inc","5710102011","57101020","반도체 장비 및 테스트","21.70","22.04","3.14","16.61",,"6,078,350","130,999","1,767억원","2024-10-04T16:00:00-04:00","CLOSE","1,376,857","13.8억 USD","1조 8,570억원","USD","US dollar","USD","0.00","2022-03-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ACMR.O","실시간","https://m.stock.naver.com/worldstock/stock/ACMR.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","VBTX.O","VBTX","베리텍스 홀딩스","Veritex Holdings Inc","5510101010","55101010","은행","25.32","25.30","0.42","1.69",,"219,664","5,556","74.9억원","2024-10-04T16:00:00-04:00","CLOSE","1,375,964","13.8억 USD","1조 8,558억원","USD","US dollar","USD","0.80","2024-08-23T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/VBTX.O","실시간","https://m.stock.naver.com/worldstock/stock/VBTX.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","SPRY.O","SPRY","ARS 파마슈티컬스","ARS Pharmaceuticals Inc","5620201010","56202010","생명 공학 및 의학 연구","14.18","14.19","0.19","1.36",,"691,861","9,761","132억원","2024-10-04T16:00:00-04:00","CLOSE","1,375,601","13.8억 USD","1조 8,553억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/SPRY.O","실시간","https://m.stock.naver.com/worldstock/stock/SPRY.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","TCBK.O","TCBK","트라이코 뱅크셰어스","Trico Bancshares","5510101011","55101010","은행","41.82","41.32","0.47","1.15",,"130,151","5,373","72.5억원","2024-10-04T16:00:00-04:00","CLOSE","1,363,271","13.6억 USD","1조 8,386억원","USD","US dollar","USD","1.32","2024-09-20T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/TCBK.O","실시간","https://m.stock.naver.com/worldstock/stock/TCBK.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","MOMO.O","MOMO","헬로 그룹 ADR","Hello Group Inc ADR","5720102014","57201020","소프트웨어","7.68","7.73","0.14","1.84",,"2,027,816","15,602","210억원","2024-10-04T16:00:00-04:00","CLOSE","1,362,996","13.6억 USD","1조 8,383억원","USD","US dollar","USD","0.00","2024-04-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/MOMO.O","실시간","https://m.stock.naver.com/worldstock/stock/MOMO.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","MRTN.O","MRTN","마텐 트랜스포트","Marten Transport Ltd","5240503012","52405030","지상 화물 및 물류","16.91","16.74","0.03","0.18",,"243,435","4,082","55.1억원","2024-10-04T16:00:00-04:00","CLOSE","1,362,886","13.6억 USD","1조 8,381억원","USD","US dollar","USD","0.24","2024-09-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/MRTN.O","실시간","https://m.stock.naver.com/worldstock/stock/MRTN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","UNIT.O","UNIT","유니티 그룹","Uniti Group Inc","6010204010","60102040","특수 REITs","5.56","5.58","0.06","1.09",,"1,203,208","6,685","90.2억원","2024-10-04T16:00:00-04:00","CLOSE","1,362,362","13.6억 USD","1조 8,374억원","USD","US dollar","USD","0.60","2024-06-28T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/UNIT.O","실시간","https://m.stock.naver.com/worldstock/stock/UNIT.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","SABR.O","SABR","세이버","Sabre Corp","5720102013","57201020","소프트웨어","3.50","3.51","0.10","2.93",,"3,232,811","11,247","152억원","2024-10-04T16:00:00-04:00","CLOSE","1,353,794","13.5억 USD","1조 8,259억원","USD","US dollar","USD","0.00","2020-03-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/SABR.O","실시간","https://m.stock.naver.com/worldstock/stock/SABR.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","RDFN.O","RDFN","레드핀","Redfin Corp","6010102050","60101020","부동산 서비스","11.50","11.11","-0.20","-1.72",,"5,274,008","58,417","788억원","2024-10-04T16:00:00-04:00","CLOSE","1,352,912","13.5억 USD","1조 8,247억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/RDFN.O","실시간","https://m.stock.naver.com/worldstock/stock/RDFN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","INDV.O","INDV","인디비어","Indivior PLC","5620104011","56201040","제약","10.08","10.42","0.52","5.25",,"982,298","10,166","137억원","2024-10-04T16:00:00-04:00","CLOSE","1,350,174","13.5억 USD","1조 8,210억원","USD","US dollar","USD","0.00","2022-10-10T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/INDV.O","실시간","https://m.stock.naver.com/worldstock/stock/INDV.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","CIFR.O","CIFR","사이퍼 마이닝","Cipher Mining Inc","5730103050","57301030","블록 체인 및 암호화폐","3.94","4.10","0.28","7.33",,"11,918,337","48,697","657억원","2024-10-04T16:00:00-04:00","CLOSE","1,348,660","13.5억 USD","1조 8,189억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/CIFR.O","실시간","https://m.stock.naver.com/worldstock/stock/CIFR.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","COLL.O","COLL","콜레지움 파마슈티컬","Collegium Pharmaceutical Inc","5620104010","56201040","제약","40.25","41.86","1.97","4.94",,"555,166","22,989","310억원","2024-10-04T16:00:00-04:00","CLOSE","1,348,468","13.5억 USD","1조 8,187억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/COLL.O","실시간","https://m.stock.naver.com/worldstock/stock/COLL.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","OCSL.O","OCSL","오크트리 스페셜티 렌딩","Oaktree Specialty Lending Corp","5550103010","55501030","폐쇄형 펀드","16.40","16.38","-0.01","-0.06",,"725,737","11,829","160억원","2024-10-04T16:00:00-04:00","CLOSE","1,347,178","13.5억 USD","1조 8,169억원","USD","US dollar","USD","2.20","2024-09-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/OCSL.O","실시간","https://m.stock.naver.com/worldstock/stock/OCSL.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ATRC.O","ATRC","아트리큐어","AtriCure Inc","5610102010","56101020","의료 장비, 물품 및 유통","27.73","27.63","0.19","0.69",,"431,017","11,971","161억원","2024-10-04T16:00:00-04:00","CLOSE","1,345,512","13.5억 USD","1조 8,147억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ATRC.O","실시간","https://m.stock.naver.com/worldstock/stock/ATRC.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","WGS.O","WGS","진디엑스 홀딩스","GeneDx Holdings Corp","5610201015","56102010","의료 시설 및 서비스","47.83","49.82","2.70","5.73",,"648,140","31,668","427억원","2024-10-04T16:00:00-04:00","CLOSE","1,341,946","13.4억 USD","1조 8,099억원","USD","US dollar","USD","0.00","2023-05-04T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/WGS.O","실시간","https://m.stock.naver.com/worldstock/stock/WGS.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","THRM.O","THRM","젠섬","Gentherm Inc","5310102010","53101020","자동차, 트럭 및 오토바이 부품","42.87","42.65","0.51","1.21",,"273,133","11,667","157억원","2024-10-04T16:00:00-04:00","CLOSE","1,336,379","13.4억 USD","1조 8,024억원","USD","US dollar","USD","0.00","1999-01-28T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/THRM.O","실시간","https://m.stock.naver.com/worldstock/stock/THRM.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","COMM.O","COMM","콤스코프 홀딩","CommScope Holding Company Inc","5710201010","57102010","통신 및 네트워킹","6.10","6.16","0.19","3.18",,"2,063,393","12,726","172억원","2024-10-04T16:00:00-04:00","CLOSE","1,329,637","13.3억 USD","1조 7,933억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/COMM.O","실시간","https://m.stock.naver.com/worldstock/stock/COMM.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","GIII.O","GIII","G-III 어패럴 그룹","G-III Apparel Group Ltd","5320202010","53202020","의류 및 액세서리","28.99","30.11","1.62","5.69",,"492,818","14,711","198억원","2024-10-04T16:00:00-04:00","CLOSE","1,321,364","13.2억 USD","1조 7,821억원","USD","US dollar","USD","0.00","2015-05-01T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/GIII.O","실시간","https://m.stock.naver.com/worldstock/stock/GIII.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","IART.O","IART","인테그라 라이프사이언시스 홀딩스","Integra Lifesciences Holdings Corp","5610102010","56101020","의료 장비, 물품 및 유통","17.21","17.00","0.05","0.30",,"686,510","11,710","158억원","2024-10-04T16:00:00-04:00","CLOSE","1,318,894","13.2억 USD","1조 7,788억원","USD","US dollar","USD","0.00","2017-01-03T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/IART.O","실시간","https://m.stock.naver.com/worldstock/stock/IART.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","DCBO.O","DCBO","도세보","Docebo Inc","5720102010","57201020","소프트웨어","42.78","43.36","0.99","2.34",,"24,351","1,051","14.2억원","2024-10-04T16:00:00-04:00","CLOSE","1,308,549","13.1억 USD","1조 7,648억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/DCBO.O","실시간","https://m.stock.naver.com/worldstock/stock/DCBO.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","OPRA.O","OPRA","오페라 ADR","Opera Ltd ADR","5720102012","57201020","소프트웨어","14.87","14.75","0.12","0.79",,"256,224","3,790","51.1억원","2024-10-04T16:00:00-04:00","CLOSE","1,304,428","13억 USD","1조 7,593억원","USD","US dollar","USD","0.80","2024-07-15T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/OPRA.O","실시간","https://m.stock.naver.com/worldstock/stock/OPRA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","XRX.O","XRX","제록스 홀딩스","Xerox Holdings Corp","5710501011","57105010","사무기기","10.50","10.49","0.19","1.84",,"1,221,184","12,786","172억원","2024-10-04T16:00:00-04:00","CLOSE","1,304,106","13억 USD","1조 7,588억원","USD","US dollar","USD","1.00","2024-10-31T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/XRX.O","실시간","https://m.stock.naver.com/worldstock/stock/XRX.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ELVN.O","ELVN","인라이븐 테라퓨틱스","Enliven Therapeutics Inc","5620201011","56202010","생명 공학 및 의학 연구","26.12","27.53","2.02","7.92",,"353,128","9,475","128억원","2024-10-04T16:00:00-04:00","CLOSE","1,300,440","13억 USD","1조 7,539억원","USD","US dollar","USD","0.00","2023-02-24T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ELVN.O","실시간","https://m.stock.naver.com/worldstock/stock/ELVN.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","WINA.O","WINA","윈마크","Winmark Corp","5340309010","53403090","기타 전문 소매","356.34","369.22","16.82","4.77",,"28,560","10,481","141억원","2024-10-04T16:00:00-04:00","CLOSE","1,299,775","13억 USD","1조 7,530억원","USD","US dollar","USD","3.60","2024-09-03T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/WINA.O","실시간","https://m.stock.naver.com/worldstock/stock/WINA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","SAVA.O","SAVA","카사바 사이언스","Cassava Sciences Inc","5620201011","56202010","생명 공학 및 의학 연구","27.17","27.08","0.12","0.45",,"795,362","21,799","294억원","2024-10-04T16:00:00-04:00","CLOSE","1,299,195","13억 USD","1조 7,522억원","USD","US dollar","USD","0.00","2024-01-03T21:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/SAVA.O","실시간","https://m.stock.naver.com/worldstock/stock/SAVA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","NEXT.O","NEXT","넥스트데케이드","NextDecade Corp","5010303012","50103030","오일 및 가스 수송 서비스","4.90","5.00","0.12","2.46",,"721,096","3,580","48.3억원","2024-10-04T16:00:00-04:00","CLOSE","1,297,371","13억 USD","1조 7,498억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/NEXT.O","실시간","https://m.stock.naver.com/worldstock/stock/NEXT.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ADEA.O","ADEA","아데이아","Adeia Inc","5720101010","57201010","IT 서비스 및 컨설팅","11.67","11.84","0.29","2.51",,"308,396","3,639","49.1억원","2024-10-04T16:00:00-04:00","CLOSE","1,289,407","12.9억 USD","1조 7,390억원","USD","US dollar","USD","0.20","2024-09-17T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ADEA.O","실시간","https://m.stock.naver.com/worldstock/stock/ADEA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","TARS.O","TARS","타서스 파마슈티컬스","Tarsus Pharmaceuticals Inc","5620104012","56201040","제약","32.97","33.89","1.62","5.02",,"724,839","24,888","336억원","2024-10-04T16:00:00-04:00","CLOSE","1,289,234","12.9억 USD","1조 7,388억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/TARS.O","실시간","https://m.stock.naver.com/worldstock/stock/TARS.O"
"worldstock","stock","5","하락","FALLING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","LLYVA.O","LLYVA","리버티 미디어 Series A","Liberty Media Corp Series A","5330202010","53302020","방송","50.97","50.30","-0.02","-0.04",,"125,246","6,332","85.4억원","2024-10-04T16:00:00-04:00","CLOSE","1,285,592","12.9억 USD","1조 7,339억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/LLYVA.O","실시간","https://m.stock.naver.com/worldstock/stock/LLYVA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","WABC.O","WABC","웨스트아메리카 뱅코프","Westamerica Bancorp","5510101010","55101010","은행","48.25","48.13","0.58","1.22",,"75,755","3,641","49.1억원","2024-10-04T16:00:00-04:00","CLOSE","1,284,387","12.8억 USD","1조 7,323억원","USD","US dollar","USD","1.76","2024-08-16T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/WABC.O","실시간","https://m.stock.naver.com/worldstock/stock/WABC.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","NMFC.O","NMFC","뉴 마운틴 파이낸스","New Mountain Finance Corp","5550103010","55501030","폐쇄형 펀드","11.85","11.85","0.03","0.25",,"283,308","3,352","45.2억원","2024-10-04T16:00:00-04:00","CLOSE","1,278,039","12.8억 USD","1조 7,237억원","USD","US dollar","USD","1.40","2024-09-30T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/NMFC.O","실시간","https://m.stock.naver.com/worldstock/stock/NMFC.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","SDGR.O","SDGR","슈뢰딩거","Schrodinger Inc","5720102010","57201020","소프트웨어","17.73","17.51","0.07","0.40",,"812,679","14,390","194억원","2024-10-04T16:00:00-04:00","CLOSE","1,274,667","12.7억 USD","1조 7,191억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/SDGR.O","실시간","https://m.stock.naver.com/worldstock/stock/SDGR.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","ESTA.O","ESTA","에스타블리쉬먼트 랩스 홀딩스","Establishment Labs Holdings Inc","5610102010","56101020","의료 장비, 물품 및 유통","42.20","45.25","3.43","8.20",,"523,698","23,119","312억원","2024-10-04T16:00:00-04:00","CLOSE","1,264,445","12.6억 USD","1조 7,054억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/ESTA.O","실시간","https://m.stock.naver.com/worldstock/stock/ESTA.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","QCRH.O","QCRH","QCR 홀딩스","QCR Holdings Inc","5510101011","55101010","은행","73.93","75.05","2.28","3.13",,"71,147","5,314","71.7억원","2024-10-04T16:00:00-04:00","CLOSE","1,263,986","12.6억 USD","1조 7,047억원","USD","US dollar","USD","0.24","2024-10-02T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/QCRH.O","실시간","https://m.stock.naver.com/worldstock/stock/QCRH.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","AVDL.O","AVDL","아바델 파마슈티컬스 ADR","Avadel Pharmaceuticals PLC","5620104010","56201040","제약","12.94","13.09","0.28","2.19",,"363,035","4,709","63.5억원","2024-10-04T16:00:00-04:00","CLOSE","1,260,181","12.6억 USD","1조 6,996억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/AVDL.O","실시간","https://m.stock.naver.com/worldstock/stock/AVDL.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","MFIC.O","MFIC","미드캡 파이낸셜 인베스트먼트","MidCap Financial Investment Corp","5510202010","55102020","투자 관리 및 펀드 운영","13.26","13.39","0.17","1.29",,"454,322","6,061","81.7억원","2024-10-04T16:00:00-04:00","CLOSE","1,255,718","12.6억 USD","1조 6,936억원","USD","US dollar","USD","1.52","2024-09-26T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/MFIC.O","실시간","https://m.stock.naver.com/worldstock/stock/MFIC.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","DMLP.O","DMLP","Dorchester Minerals Units","Dorchester Minerals Units","5010202010","50102020","오일, 가스 탐사 및 생산","31.12","31.26","0.20","0.64",,"20,228","632","8.52억원","2024-10-04T16:00:00-04:00","CLOSE","1,253,170","12.5억 USD","1조 6,902억원","USD","US dollar","USD","3.34","2024-08-08T20:00:00Z","1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/DMLP.O","실시간","https://m.stock.naver.com/worldstock/stock/DMLP.O"
"worldstock","stock","2","상승","RISING","USA","NSQ","EST5EDT","USA","0","0930","1600","2031","나스닥 증권거래소","NASDAQ Stock Exchange","worldstock","미국","USA","KRNT.O","KRNT","코닛 디지털","Kornit Digital Ltd","5210201012","52102010","산업용 기계 및 장비","26.01","26.31","0.47","1.82",,"559,821","14,706","198억원","2024-10-04T16:00:00-04:00","CLOSE","1,251,090","12.5억 USD","1조 6,873억원","USD","US dollar","USD","0.00",,"1","운영.Trading","TRADING","https://m.stock.naver.com/worldstock/stock/KRNT.O","실시간","https://m.stock.naver.com/worldstock/stock/KRNT.O"
